commit_url,patch_hash,vul_hash,related_files,CWE
https://github.com/lvgl/lvgl/commit/922108dbbe6d1c0be1069c342ca8693afee8c169,922108dbbe6d1c0be1069c342ca8693afee8c169,a2bd96023f083777d2c34a690465caba2cd7b5ff,"examples/porting/lv_port_disp_template.c,src/draw/arm2d/lv_gpu_arm2d.c",CWE401
https://github.com/lvgl/lvgl/commit/bf85b5003148f9f219896be3aeecf75588b95140,bf85b5003148f9f219896be3aeecf75588b95140,311df87f0d618699ba8bd5203ea455806eae650c,src/extra/libs/png/lv_png.c,CWE401
https://github.com/lvgl/lvgl/commit/80a6d2bf57eb044147673adf37629a29da504e69,80a6d2bf57eb044147673adf37629a29da504e69,adf7dc2121bd001ce9e7fb3a3838813a5ba039a0,src/core/lv_obj_class.c,CWE401
https://github.com/lvgl/lvgl/commit/9e1b789fb360254dcc511ef9a21246e47cf77133,9e1b789fb360254dcc511ef9a21246e47cf77133,9a1e385b2b3498ed70704bf0ed33e4bd263747d8,demos/stress/lv_demo_stress.c,CWE401
https://github.com/lvgl/lvgl/commit/c4ff3ccc1407082b1924a53ce388c7cdab0b52b1,c4ff3ccc1407082b1924a53ce388c7cdab0b52b1,a4915d3a34c7f3d6463bee9d864606e211758b24,src/hal/lv_hal_disp.c,CWE401
https://github.com/lvgl/lvgl/commit/33e0926ae32b161790432c79ebf23c521ca5cdc1,33e0926ae32b161790432c79ebf23c521ca5cdc1,38ebcd8154459f58ccc0e6b44bd8185372a14417,src/extra/widgets/span/lv_span.c,CWE401
https://github.com/lvgl/lvgl/commit/f710be661bd36cbeb466453f4b05f9cfad1404f4,f710be661bd36cbeb466453f4b05f9cfad1404f4,b16e7f1076963f123b36dec9ce1dd5950057ca1a,src/lv_widgets/lv_tabview.c,CWE401
https://github.com/lvgl/lvgl/commit/152dffcce419ee893c35a7e5f86b7bce524d0b7e,152dffcce419ee893c35a7e5f86b7bce524d0b7e,0b03482bcbcb8d0b307a19b696e4e0c0ddc653c8,src/extra/widgets/tabview/lv_tabview.c,CWE401
https://github.com/lvgl/lvgl/commit/d857de043ea63dc31aadc1787ca9106c14aed0da,d857de043ea63dc31aadc1787ca9106c14aed0da,13d7256528b4444d66751ce3de7361d6ee8645ed,src/widgets/lv_table.c,CWE401
https://github.com/lvgl/lvgl/commit/0ce7795b7a7f0a3f7cb2f33828c739a7f9db9ea0,0ce7795b7a7f0a3f7cb2f33828c739a7f9db9ea0,3025101786ee62178737087bef97a8660782d39e,src/lv_widgets/lv_table.c,CWE401
https://github.com/lvgl/lvgl/commit/02efef12db515d965cb5825b615bcb6507d15d3a,02efef12db515d965cb5825b615bcb6507d15d3a,fd34dbe056b3f7036f62b12b61ab73f855e2c0c9,src/lv_draw/lv_img_decoder.c,CWE401
https://github.com/lvgl/lvgl/commit/486053012dd970211315efbe9e7f56d77935725c,486053012dd970211315efbe9e7f56d77935725c,c083d19b52a3f6b9460cb919b15e4e6ad37de1f5,src/lv_misc/lv_fs.c,CWE401
https://github.com/lvgl/lvgl/commit/89eca30da8e97c41f730629338775ba57bd6edd6,89eca30da8e97c41f730629338775ba57bd6edd6,819f01c930b6f272edf298f74ce3b9bc00090ee4,src/lv_draw/lv_draw_triangle.c,CWE401
https://github.com/lvgl/lvgl/commit/baee02266e2a99a73e87fef094b066ce5d9ff923,baee02266e2a99a73e87fef094b066ce5d9ff923,0814185a4d3285477a8a390500395435fb5a9838,src/lv_draw/lv_img_decoder.c,CWE401
https://github.com/lvgl/lvgl/commit/86f74e3da2908fac67deb7d774aeac59d5899b67,86f74e3da2908fac67deb7d774aeac59d5899b67,6d1da27b3cd07b29fa13af2c78074f7f075fd13b,src/lv_widgets/lv_objmask.c,CWE401
https://github.com/lvgl/lvgl/commit/eacc9d8ce7e42b58368515d27669e83a4347c011,eacc9d8ce7e42b58368515d27669e83a4347c011,d6e7187d01647b167ca3ceed85bdd4354c98399b,src/lv_widgets/lv_chart.c,CWE401
https://github.com/lvgl/lvgl/commit/f31ba6cf6f882923059123ef67d214da1002ad4c,f31ba6cf6f882923059123ef67d214da1002ad4c,7afd70a00564bea0150f2f96648b3cba7983d091,src/lv_draw/lv_img_decoder.c,CWE401
https://github.com/lvgl/lvgl/commit/ed500690c3516fffa6ffbffdd9af47ba0dc9d95c,ed500690c3516fffa6ffbffdd9af47ba0dc9d95c,b9d693d153cf1508d76dc745f58d5190ef38140d,src/lv_draw/lv_img_decoder.c,CWE401
https://github.com/lvgl/lvgl/commit/94c95bc9e461847a734a5bde9818fa837d343425,94c95bc9e461847a734a5bde9818fa837d343425,941409f3f9ef30b75690abd2347f1468914c732d,src/lv_objx/lv_table.c,CWE401
https://github.com/lvgl/lvgl/commit/c46f64c6d5f52f1fc14f32921e85b02582441155,c46f64c6d5f52f1fc14f32921e85b02582441155,b9692ee798970f0654d4c02d7b98e9af94df84f0,src/lv_draw/lv_img_decoder.c,CWE401
https://github.com/lvgl/lvgl/commit/222ef3a76a75a5ca2ce905766ea7b4a4d500e8d4,222ef3a76a75a5ca2ce905766ea7b4a4d500e8d4,693ab86a6cda8e5becc84b0de0342256fc24061f,lv_objx/lv_img.c,CWE401
https://github.com/lvgl/lvgl/commit/224550a50c4879de4cc6c4915e96344d0ca1fb0b,224550a50c4879de4cc6c4915e96344d0ca1fb0b,61a2540ed4d69febbd0406ecdf4f5c9080cdb42d,lv_misc/lv_fs.c,CWE401
https://github.com/lvgl/lvgl/commit/59fa14f98961442789c7f7793c561a309e85c25f,59fa14f98961442789c7f7793c561a309e85c25f,6eea879a1460a57b5d9e77e296659d94e0274b26,lv_core/lv_group.c,CWE401
https://github.com/lvgl/lvgl/commit/77e1dc21bbbcf3e6ed963bf14bb144bd683bd13e,77e1dc21bbbcf3e6ed963bf14bb144bd683bd13e,94b6be4c3db74346487b467faa76b15e581a2af2,lv_objx/lv_ta.c,CWE401
https://github.com/lvgl/lvgl/commit/9122f844f6b4327ea998dfefd187de07232455b4,9122f844f6b4327ea998dfefd187de07232455b4,5c0bb3f85a9aacb463dc24c9cc327275b323b423,src/lv_widgets/lv_img.c,CWE369
https://github.com/lvgl/lvgl/commit/7c583ac8d6f6c9a449556baa819cd4e63b34d67b,7c583ac8d6f6c9a449556baa819cd4e63b34d67b,b0fa0e286c2263c5cd4d9c941f167f2442799221,src/widgets/img/lv_img.c,CWE369
https://github.com/lvgl/lvgl/commit/2944277f07b52d51b913edfd173a777f3cb979d9,2944277f07b52d51b913edfd173a777f3cb979d9,6af01798d82f90f0c2ba6a9da39c4f10fb427df7,src/widgets/lv_img.c,CWE369
https://github.com/lvgl/lvgl/commit/fdc16c51885dab280d8ac22d6503d32d28634a54,fdc16c51885dab280d8ac22d6503d32d28634a54,f09c04b9357250770d3c3502c53eb6a3bcef77ac,src/widgets/slider/lv_slider.c,CWE369
https://github.com/lvgl/lvgl/commit/aafa32aaebd46fa6fd36d57dfeb7d9f8adc97c4e,aafa32aaebd46fa6fd36d57dfeb7d9f8adc97c4e,0e367d0a76ad7e961f439ff9482b8c43abf67831,src/widgets/lv_bar.c,CWE369
https://github.com/lvgl/lvgl/commit/c51397755910fb4fed4351bbac056642674c1d93,c51397755910fb4fed4351bbac056642674c1d93,7f0677917972c0c1782fa66dd641b91de8d1b300,src/lv_misc/lv_mem.c,CWE369
https://github.com/lvgl/lvgl/commit/b9f7883b0b22583cd065ecc25e078049f877b946,b9f7883b0b22583cd065ecc25e078049f877b946,6ebaaa6fa84329a593e2447c18dcf6f5079b1278,src/lv_objx/lv_roller.c,CWE369
https://github.com/lvgl/lvgl/commit/73f2f547cb88cfd723908229a18c1b2cc888a658,73f2f547cb88cfd723908229a18c1b2cc888a658,28a7c37b7972268dae1fc0343688238310c39c58,"src/libs/bin_decoder/lv_bin_decoder.c,src/libs/rle/lv_rle.c",CWE119
https://github.com/lvgl/lvgl/commit/aefb1cd84038c2cc4ec88578dca6025c8fccf1d7,aefb1cd84038c2cc4ec88578dca6025c8fccf1d7,a04f1baf48f8c3e2a3473d94136cbe78cec4e08d,src/widgets/table/lv_table.c,CWE119
https://github.com/lvgl/lvgl/commit/2618326f24bf0ff3e4c00cd4076f9fe8568c3483,2618326f24bf0ff3e4c00cd4076f9fe8568c3483,58708ca771725751738a66371c9c1244964275cc,src/lv_misc/lv_txt.c,CWE119
https://github.com/lvgl/lvgl/commit/c4d978fa6f544a06e45db2df7cc84a777ce866e0,c4d978fa6f544a06e45db2df7cc84a777ce866e0,0ca874bc49fef8d4627af22fd162f3fb2428f26b,src/lv_widgets/lv_textarea.c,CWE119
https://github.com/lvgl/lvgl/commit/c57aacafa2350445744864831cb0b80f9d285610,c57aacafa2350445744864831cb0b80f9d285610,2d3ad7f99fe96e076292af7f562ca24c2305c89c,src/lv_font/lv_font_fmt_txt.c,CWE119
https://github.com/lvgl/lvgl/commit/f2f024b610d0c31db4076fcc4e1a0890a3497396,f2f024b610d0c31db4076fcc4e1a0890a3497396,3eb14e198abc6a3f9aeb4ecec43bd169b7d307e6,src/lv_draw/lv_img_cache.c,CWE119
https://github.com/lvgl/lvgl/commit/effe86bf5f77de60f70f35763e165f5c3213ec63,effe86bf5f77de60f70f35763e165f5c3213ec63,7cc34ba81b5325b226d288468d59750f20bd19d0,src/core/lv_indev_scroll.c,CWE190
https://github.com/lvgl/lvgl/commit/bf1d0d3235f89a72f3f769603562c937cea3987b,bf1d0d3235f89a72f3f769603562c937cea3987b,296c1df30231da62fd23f0202102456fb8b764b6,src/dev/nuttx/lv_nuttx_entry.c,CWE457
https://github.com/lvgl/lvgl/commit/e143788903c03d13cf44ecc9984a753606aca78d,e143788903c03d13cf44ecc9984a753606aca78d,101d09276f4060bb5f3163b9473b1614e818a492,src/extra/others/gridnav/lv_gridnav.c,CWE457
https://github.com/lvgl/lvgl/commit/9d1febd275df0c75eed24932e25af41cba1fb28b,9d1febd275df0c75eed24932e25af41cba1fb28b,e9d70803e11378eddf435e66c2181c0fa77211c7,"src/draw/sw/lv_draw_sw_dither.c,src/extra/libs/gif/gifdec.c",CWE457
https://github.com/lvgl/lvgl/commit/6d15cb9698508fc3ae171213b865c71c0f4b2ee2,6d15cb9698508fc3ae171213b865c71c0f4b2ee2,42989d4e9a8451becbcccf00e6be4782ad680357,src/misc/lv_anim_timeline.c,CWE457
https://github.com/lvgl/lvgl/commit/202cf1c8cbcfda8f4656acb63d874b03bf96165b,202cf1c8cbcfda8f4656acb63d874b03bf96165b,c28c14631040fd08da122e192458cb0c65bc9faf,"examples/anim/lv_example_anim_timeline_1.c,src/misc/lv_anim_timeline.c",CWE457
https://github.com/lvgl/lvgl/commit/ccff331e3db1398f4ce7f11fb65f16fe2e7e7683,ccff331e3db1398f4ce7f11fb65f16fe2e7e7683,1ca1934dbe8e826ef1ed1690005fb678fea3a1f3,src/lv_draw/lv_draw_img.c,CWE457
https://github.com/lvgl/lvgl/commit/00bc5440adeb4dc7d73762b3f10187d898fa2f9a,00bc5440adeb4dc7d73762b3f10187d898fa2f9a,c26635ed3ef609e03828a477a8c59278085d601f,src/lv_objx/lv_tabview.c,CWE457
https://github.com/lvgl/lvgl/commit/272ee1b4661d429aadc86eaf6dbaa7a76525a7ee,272ee1b4661d429aadc86eaf6dbaa7a76525a7ee,5919cf5613712c03a2e9629024f44e7d2f861fc7,src/lv_objx/lv_label.c,CWE457
https://github.com/lvgl/lvgl/commit/61bb01e06d14c8aac9983a95ba3868a5c29ba563,61bb01e06d14c8aac9983a95ba3868a5c29ba563,666136851c47cd8a693a3beacf98342b07b17c7e,lv_objx/lv_chart.c,CWE457
https://github.com/lvgl/lvgl/commit/fc085c420bc80e27812ef8c5baf3239c6104a683,fc085c420bc80e27812ef8c5baf3239c6104a683,7007d9e5113e1d31e8634634df6ab071fd0435de,src/dev/nuttx/lv_nuttx_entry.c,CWE476
https://github.com/lvgl/lvgl/commit/bcbf4292c6f3144757c6bf1e5c42549c655687d1,bcbf4292c6f3144757c6bf1e5c42549c655687d1,9b5f7d91afc12acb366857e623f912f4a4ca3e69,src/others/ime/lv_ime_pinyin.c,CWE476
https://github.com/lvgl/lvgl/commit/7d9690d47a4973916bf10f1a29c1e0890709f3a8,7d9690d47a4973916bf10f1a29c1e0890709f3a8,78645a596728091606b0ab8458bc52c71263b549,"src/core/lv_refr.c,src/widgets/chart/lv_chart.c",CWE476
https://github.com/lvgl/lvgl/commit/fbd88fe4341497a01e28cd206dfe61a5781183c3,fbd88fe4341497a01e28cd206dfe61a5781183c3,de1f6e978e670a3131322d510a9e7662f774330d,src/extra/layouts/flex/lv_flex.c,CWE476
https://github.com/lvgl/lvgl/commit/930332ed99fab47729930707ab82b8ebf2b5aaeb,930332ed99fab47729930707ab82b8ebf2b5aaeb,9fe050dcb94d713de44981824054621e9e83e580,src/lv_core/lv_indev.c,CWE476
https://github.com/lvgl/lvgl/commit/e2763e9a465c8dd6a1f87f8284074026a8a8a93b,e2763e9a465c8dd6a1f87f8284074026a8a8a93b,56cd592527f9bf5eb6b025ef0bc7fde2b5720634,src/others/vg_lite_tvg/vg_lite_tvg.cpp,CWE416
https://github.com/lvgl/lvgl/commit/cf74e8191708a3362747d997e339e7c5b6cd5d96,cf74e8191708a3362747d997e339e7c5b6cd5d96,dbf0444d79b5ca82603cfd1416d7a3221eb297ba,src/misc/lv_cache.c,CWE416
https://github.com/lvgl/lvgl/commit/533e325f21ea6fd046fcf46e620ef5c5a3e8f94d,533e325f21ea6fd046fcf46e620ef5c5a3e8f94d,ff6316c749321ed98273b4c631f40d796b1dab18,src/draw/sw/lv_draw_sw_arc.c,CWE416
https://github.com/lvgl/lvgl/commit/d9ae58b6977ccfda90e02fa6f5b852d398f8600a,d9ae58b6977ccfda90e02fa6f5b852d398f8600a,48728a7839d6859d7d6fc4f86f5fbcbcd9939348,src/core/lv_obj_style.c,CWE416
https://github.com/lvgl/lvgl/commit/6d15cb9698508fc3ae171213b865c71c0f4b2ee2,6d15cb9698508fc3ae171213b865c71c0f4b2ee2,42989d4e9a8451becbcccf00e6be4782ad680357,src/misc/lv_anim_timeline.c,CWE416
https://github.com/lvgl/lvgl/commit/202cf1c8cbcfda8f4656acb63d874b03bf96165b,202cf1c8cbcfda8f4656acb63d874b03bf96165b,c28c14631040fd08da122e192458cb0c65bc9faf,"examples/anim/lv_example_anim_timeline_1.c,src/misc/lv_anim_timeline.c",CWE416
https://github.com/lvgl/lvgl/commit/bfab70802e361ccd396c9779a000e7342793f9f3,bfab70802e361ccd396c9779a000e7342793f9f3,95bf16952e583470beeb456c001645c29d3c56a1,src/misc/lv_anim_timeline.c,CWE416
https://github.com/lvgl/lvgl/commit/506a21c6d9952e8ce6fbfb8572cbdb46b337a8cf,506a21c6d9952e8ce6fbfb8572cbdb46b337a8cf,28c43adc601c925db867e96ff078ea5896982bed,src/lv_widgets/lv_list.c,CWE416
https://github.com/lvgl/lvgl/commit/81e72236e5b1e9fe0e2e04abf85cdb960fd693b5,81e72236e5b1e9fe0e2e04abf85cdb960fd693b5,4b7fc8f2b3162094c7435c0a7e7a3a2e60736ef3,src/lv_objx/lv_list.c,CWE416
https://github.com/ambrop72/badvpn/commit/11c80e46edf3b6e40f4ec23ebaa7beb19f4b339c,11c80e46edf3b6e40f4ec23ebaa7beb19f4b339c,94e9e41d4aec00486c346a45e987408f05f017fb,ncd/ncd.c,CWE191
https://github.com/ambrop72/badvpn/commit/faf29a78e5ee767e64e2dc976be83d905753810c,faf29a78e5ee767e64e2dc976be83d905753810c,803f79fc6303499526641b1bde5e63a3758084e0,ncd/NCDIfConfig.c,CWE119
https://github.com/ambrop72/badvpn/commit/47fb330b96b66ada3a72ad336d52dbea7e8320c4,47fb330b96b66ada3a72ad336d52dbea7e8320c4,1e083d2e241cc5729032c349d0ed0bc91064c644,tun2socks/tun2socks.c,CWE190
https://github.com/ambrop72/badvpn/commit/047f36ad436a8b1eb59fd40421d913d14fca100b,047f36ad436a8b1eb59fd40421d913d14fca100b,4fe920c6fba11c8cca7f1b7f4ab4323f269f3cf0,ncd/ncd.c,CWE190
https://github.com/ambrop72/badvpn/commit/b3acca89bbf9282442c12d94746e841b37c39767,b3acca89bbf9282442c12d94746e841b37c39767,f6c12fe887df15ba4ae79bba338cc4e098990f0b,security/OTPCalculator.c,CWE190
https://github.com/ambrop72/badvpn/commit/488075d8bc9dde578f990b39bdb0851529bd0f4f,488075d8bc9dde578f990b39bdb0851529bd0f4f,de4da40b26a52649014e639e497b659171194461,ncd/modules/regex_match.c,CWE457
https://github.com/ambrop72/badvpn/commit/51a6b7ecf13f6b882b189eaeaf1ef595cfe25de4,51a6b7ecf13f6b882b189eaeaf1ef595cfe25de4,8d14680c5338ef8655c1d7e462413b5c7096e06f,ncd/modules/value.c,CWE457
https://github.com/ambrop72/badvpn/commit/18ce64753deaf091e2e4e15b434efa838e5c287d,18ce64753deaf091e2e4e15b434efa838e5c287d,de849d2500bdf7f37560aa349bf8d7ba95c32ef5,generated/NCDConfigParser_parse.c,CWE121
https://github.com/openssl/openssl/commit/428511ca66670e169a0e1b12e7540714b0be4cf8,428511ca66670e169a0e1b12e7540714b0be4cf8,e251e7ba1ce85d11f3c342b3ae1326a35b7d0b4a,ssl/ssl_ciph.c,CWE125
https://github.com/openssl/openssl/commit/576129cd72ae054d246221f111aabf42b9c6d76d,576129cd72ae054d246221f111aabf42b9c6d76d,56a98c3efde3a49084a232a56aa666533362f1a2,crypto/bn/bn_lib.c,CWE125
https://github.com/openssl/openssl/commit/1aa0fcfb0a2bae287c2f26fe82d5b792fcc0cf3f,1aa0fcfb0a2bae287c2f26fe82d5b792fcc0cf3f,65d414434aeecd5aa86a46adbfbcb59b4344503a,crypto/lhash/lhash.c,CWE125
https://github.com/openssl/openssl/commit/b23171744b01e473ebbfd6edad70c1c3825ffbcd,b23171744b01e473ebbfd6edad70c1c3825ffbcd,302eba3f6dd588f1269aba4605a007ae86b583db,crypto/x509v3/v3_addr.c,CWE125
https://github.com/openssl/openssl/commit/b8a437ffa09bbf22c04a55015a6d2743cd0b7529,b8a437ffa09bbf22c04a55015a6d2743cd0b7529,16960a9b17ebc39498d113cd6dd1f83784f018a4,crypto/rand/drbg_rand.c,CWE125
https://github.com/openssl/openssl/commit/57de3216e27c2e52bc3bc5bc7c94babdb7022179,57de3216e27c2e52bc3bc5bc7c94babdb7022179,857b2ced04be897488df311a257f254ad8516429,crypto/x509/x509_vfy.c,CWE125
https://github.com/openssl/openssl/commit/bf3e53a7fa0bb29c44ab31e25ef6a9597b88dbed,bf3e53a7fa0bb29c44ab31e25ef6a9597b88dbed,44a8fced976eb2ec3024c6c81874ea74c81f2695,ssl/s3_clnt.c,CWE125
https://github.com/openssl/openssl/commit/6087d4a6fb1877c668dcf934da6a2f9e402dff1d,6087d4a6fb1877c668dcf934da6a2f9e402dff1d,ec9cbe21519f85e65e2f128d3f04bfd904642079,crypto/evp/m_sha3.c,CWE787
https://github.com/openssl/openssl/commit/a890ef833d114da3430c2f2efd95e01714704d34,a890ef833d114da3430c2f2efd95e01714704d34,5be78a88aa922a6c43a83a18dbe252c6a358b8e9,"crypto/sha/sha3.c,providers/common/digests/sha3_prov.c",CWE787
https://github.com/openssl/openssl/commit/307a494e5b01ff9f334a8242d31b8254c7c54baa,307a494e5b01ff9f334a8242d31b8254c7c54baa,7d38ca3f8bca58bf7b69e78c1f1ab69e5f429dff,crypto/sm2/sm2_crypt.c,CWE787
https://github.com/openssl/openssl/commit/20ca916d7db4fe6feada88d0bea1489123339c7c,20ca916d7db4fe6feada88d0bea1489123339c7c,95ed0e7c1f4206191c1b0288e352010e70e252db,ssl/s3_srvr.c,CWE787
https://github.com/openssl/openssl/commit/d06ae0fff7635bd914b2c3996f93680a13064976,d06ae0fff7635bd914b2c3996f93680a13064976,afa2ea204ef6f2a818886aa0506c938bb343547e,ssl/ssl_lib.c,CWE787
https://github.com/openssl/openssl/commit/a8f957686675194d786b41f6e1f7c48bb85723ec,a8f957686675194d786b41f6e1f7c48bb85723ec,8653e78f4319b23d60239f9557d8c1e1d23be1a5,crypto/evp/e_chacha20_poly1305.c,CWE122
https://github.com/openssl/openssl/commit/358103b4a651ab3f392f088d86cd30469dccce2e,358103b4a651ab3f392f088d86cd30469dccce2e,ee8db8c5fb5b091f48d29914126d35a7e29cdcf2,crypto/bio/bss_dgram.c,CWE690
https://github.com/openssl/openssl/commit/b11183be0cd3ad675248804922bb240fbbd448e4,b11183be0cd3ad675248804922bb240fbbd448e4,e257d3e76ffb848b7607b04057257323dc51c3b4,apps/speed.c,CWE690
https://github.com/openssl/openssl/commit/73a815defe428e42ccc27fdc9d5be507f980278b,73a815defe428e42ccc27fdc9d5be507f980278b,098f2627c8d283a518a6e6e60e7893664c7510e0,crypto/comp/c_zlib.c,CWE690
https://github.com/openssl/openssl/commit/5c8c2e6b484d5845cc26a0b634c872e2d102037a,5c8c2e6b484d5845cc26a0b634c872e2d102037a,e278127cbfa2709d864ca9628a8ddb160c5c5331,apps/speed.c,CWE690
https://github.com/openssl/openssl/commit/8dff167dfe5a85932ccb1fc67c8f66af00a616ce,8dff167dfe5a85932ccb1fc67c8f66af00a616ce,a1fb5eb920fb156eda474f0e59d268316b6c893d,crypto/cms/cms_ec.c,CWE690
https://github.com/openssl/openssl/commit/84c5ad23e13a95d962fe52a5aeb23c0c525f0166,84c5ad23e13a95d962fe52a5aeb23c0c525f0166,3c18459235331e0562cfd2a9de5ab87040bf55f2,providers/implementations/keymgmt/ec_kmgmt.c,CWE690
https://github.com/openssl/openssl/commit/8eca93f8fbd568df3431c449e2b53d4a3aa5bae4,8eca93f8fbd568df3431c449e2b53d4a3aa5bae4,27f37279df67abc2ed8239435042de86ae3c74ca,crypto/evp/p_lib.c,CWE690
https://github.com/openssl/openssl/commit/27f37279df67abc2ed8239435042de86ae3c74ca,27f37279df67abc2ed8239435042de86ae3c74ca,40d6e05cf8075e1f37aeb5ea1b49f47896f951fa,crypto/params_from_text.c,CWE690
https://github.com/openssl/openssl/commit/40d6e05cf8075e1f37aeb5ea1b49f47896f951fa,40d6e05cf8075e1f37aeb5ea1b49f47896f951fa,8cdcb63fc02239e92fc4bdcc5b97d38cc726c439,crypto/evp/p_legacy.c,CWE690
https://github.com/openssl/openssl/commit/8cdcb63fc02239e92fc4bdcc5b97d38cc726c439,8cdcb63fc02239e92fc4bdcc5b97d38cc726c439,3352a4f6fade5da0d0dfa9e7c9c9c261598c4bac,apps/lib/s_cb.c,CWE690
